,tweetid,tweet,target,clean_text
65,628411474835320832,About to drop the #squat bomb. #bebettergym #gigharbor #gigharborwa #gigharborfit #gigharborfitnessâ?¦ https://t.co/mNGdyFMyAs,0,about to drop the squat bomb bebettergym gigharbor gigharborwa gigharborfit gigharborfitness
66,633336676836864002,Eddie Jackson of Houston Crowned Food Network Star http://t.co/qKXiH9wWCk,0,eddie jackson of houston crowned food network star
67,643981031238991872,.@rickymartin @planethollywood #Vegas @sidewalkindian http://t.co/7stZetEOIW,0,vegas
68,643981029351383040,@Cater2kayy ð???you should know,0,you should know
69,648570194378510336,regrann from @eyeofdecio  -  I guess this is myâ?¦ https://t.co/er8Gm26Btk,0,regrann from guess this is my
70,607638422925242369,I want to work at a makeup store :(,0,want to work at makeup store
71,639910742108540928,"We may have gotten killed, but.... college football. @ BB&T Field https://t.co/U1OTTrlCqQ",0,we may have gotten killed but college football bb field
72,643981039107461120,"A cenar con mi Noviecito, hoy yo Pago ð???ð???ð???ð??«ð??? . (@ El Texanito in San Nicolas de los Garza) https://t.co/8RZvGA2BvW",0,cenar con mi noviecito hoy yo pago el texanito in san nicolas de los garza
73,630790738670850048,"At 1:00 PM, 5 SE Pinellas Point [Gmz830 Co, FL] BUOY reports MARINE TSTM WIND of M45 MPH #TBW http://t.co/GTHy4RSIMH",0,at pm se pinellas point gmz co fl buoy reports marine tstm wind of mph tbw
74,617933984450740224,Acabo de prender el cooler con agua.,0,acabo de prender el cooler con agua
75,591328242079911936,@LaurenGiraldo #iLiveLokai please i really want one ð???,0,ilivelokai please really want one
76,660175142409015296,#OrlandoFree Free firewood to anyone with an axe! (longwood) https://t.co/UdD2Ea8d96,0,orlandofree free firewood to anyone with an axe longwood
77,591328236136607746,Raise that shiz,0,raise that shiz
78,643981051832963072,Try http://t.co/fBSPSzlQkV Prosciuto-Stuffed Chicken Breast #Stuffed #menu,0,try prosciuto stuffed chicken breast stuffed menu
79,588064394023723010,"With you it could have been better, without you I'll be fine .",0,with you it could have been better without you ll be fine
80,596753383442292738,Like my new ride? ð??? #Disneyland #Cars #Mater #nofilter @ Disneyland https://t.co/r6fK9S7Y7Q,0,like my new ride disneyland cars mater nofilter disneyland
81,639910746932006912,Here's a little selfie for your Friday @ VINT Coffee https://t.co/pa1r6rMUse,0,here little selfie for your friday vint coffee
82,639910689847541760,"Subtle mango flavor, disconnected - Drinking a MangÃ¶ by @clownshoesbeer at @justtapd  â?? http://t.co/2PgLqTD906",0,subtle mango flavor disconnected drinking mang by at
83,614863204653617152,"I'm at Marc by Marc Jacobs Women's in New York, NY https://t.co/PnyYW42sJs",0,at marc by marc jacobs women in new york ny
84,614863211897032704,Anything going on tonight,0,anything going on tonight
85,648570172995932160,"@NickysAngelBaby hahaha Oh not me! After having my son, my bladder isn't what it use to be, so if I have to go, I have to go!",0,hahaha oh not me after having my son my bladder is not what it use to be so if have to go have to go
86,611434862268936193,@DevinLewis1285 do you mean sensei ?,0,do you mean sensei
87,639910715273412608,Dealer's room! @ Dragon*Con https://t.co/tMJyUIFY7q,0,dealer room dragon con
88,621941736902799360,Why does Chowchilla feel the need to have like 20 gas stations/liquor stores and we don't have one ice cream shop!ð??­,0,why does chowchilla feel the need to have like gas stations liquor stores and we do not have one ice cream shop
89,633336692716490752,"It is what it is, trust me you get what you give.",0,it is what it is trust me you get what you give
90,607638407163035649,@scorpiotweetz @wildeoscr,0,
91,630790736565268480,"At 5:00 PM, 3 E Tampa [Hillsborough Co, FL] LAW ENFORCEMENT reports FLOOD #TBW http://t.co/UrtHrfAviw",0,at pm tampa hillsborough co fl law enforcement reports flood tbw
92,633336692108169216,@M6NSTER @kimbohellyeah @PetraCz007 @Tat2dMedusa1 @robertm5 nice one day u can take me there meet him at the pub right kimbo,0,nice one day can take me there meet him at the pub right kimbo
93,630790738666590208,"At 9:26 AM, 3 WSW Fort Desoto Park [Hillsborough Co, FL] C-MAN STATION reports MARINE TSTM WIND of M48 MPH #TBW http://t.co/Pqhh4ByaZH",0,at am wsw fort desoto park hillsborough co fl man station reports marine tstm wind of mph tbw
94,587035476424581121,Drinking a Hard Honey by @downeastcider @ St Mary's Rowley â?? http://t.co/ltFxN8ITp2,0,drinking hard honey by st mary rowley
95,596753362067918848,I hate when little kids just be staring at me man.,0,hate when little kids just be staring at me man
96,588064389556740096,this school is annoying af with all their little dumb trips,0,this school is annoying af with all their little dumb trips
97,589511715861110784,Guess not.,0,guess not
98,637689030180761600,#SBA @ South Beach Miami https://t.co/iRMnQBgDaq,0,sba south beach miami
99,596753337896325122,http://t.co/8blHX8zjyx #bow #stripes #fabric #relief #macro #macrolove #macrophotography #macroofthedayâ?¦ https://t.co/czovQQFtms,0,bow stripes fabric relief macro macrolove macrophotography macrooftheday
100,611434879704666112,she got me weak in this house,0,she got me weak in this house
101,596363653219262464,https://t.co/eOIYzkZYGa THIS IS THE OLD ME,0,this is the old me
102,637689012740878337,http://t.co/HTJ60tarKp,0,
103,639910734336364544,"Severe Thunderstorm Warning including Norwalk OH, Milan OH, Monroeville OH until 5:30 PM EDT http://t.co/5Fb09NV9NZ",0,severe thunderstorm warning including norwalk oh milan oh monroeville oh until pm edt
104,587035483877703681,Avi ....ð??? http://t.co/j6jxajHsvE,0,avi
105,630790738893090816,"At 6:23 AM, 6 E Largo [Pinellas Co, FL] ASOS reports TSTM WND GST of M41 MPH #TBW http://t.co/URFQMWw49L",0,at am largo pinellas co fl asos reports tstm wnd gst of mph tbw
106,596753344187801600,@ZoeNadler NOOO!!!! WHY?!??,0,nooo why
107,637689020974301184,"2nd wedding,  no rain. @ Deauville Beach Resort https://t.co/qWmef1GILG",0,nd wedding no rain deauville beach resort
108,588064389762256896,I should have made a bigger effort getting ready this morning,0,should have made bigger effort getting ready this morning
109,621941850568585216,#lax #prius #zvw30 #kyoei #kyoeiusa #kyoeijapan #airrunner #aimgain #beatsocnic #lexonexclusive @ Tomâ?¦ https://t.co/JmK9Yyt26k,0,lax prius zvw kyoei kyoeiusa kyoeijapan airrunner aimgain beatsocnic lexonexclusive tom
110,591328237994708995,Wish I was just a year older sometimes,0,wish was just year older sometimes
111,591328240943243266,MEL,0,mel
112,613551193579749376,In the Jurassic movies it's the annoying girl that fucks up,0,in the jurassic movies it the annoying girl that fucks up
113,596753347899760641,"I'm at @SmoothieKing in Houston, TX https://t.co/BuPyoZkXv7",0,at in houston tx
114,633336743132012544,@lauren_pearpear lmfao no but seriously ð???ð???,0,lmfao no but seriously
115,648570148740308992,Gay boys too ð???,0,gay boys too
116,637689047994007552,Drinking a Belmageddon by @SJMaltBros @ Beers Across the Wabash â?? http://t.co/cg0cdAIGfh,0,drinking belmageddon by beers across the wabash
117,660175136289591297,#TeamAAWT #HeatReduction #UVRejection #GlareReduction #SuperClearView #SolarControl #Ladderworkâ?¦ https://t.co/gh1vuyHpyw,0,teamaawt heatreduction uvrejection glarereduction superclearview solarcontrol ladderwork
118,596363701550120960,We don't care,0,we do not care
119,596753350298853376,Behind the scenes of GRB News. This week: Cait breaks the stool @GRBNews http://t.co/R59bhkXuzC,0,behind the scenes of grb news this week cait breaks the stool
120,617934033511690240,I get money to kill time dead clocks â?º,0,get money to kill time dead clocks
121,588064391716851714,@jaclynsiu nice try boo ð???,0,nice try boo
122,587035482028032000,@classaxn @steve_sps f.u. LOL,0,lol
123,643981046871138304,He could truly help you meet your full hoetential (potential) and you lying to him.,0,he could truly help you meet your full hoetential potential and you lying to him
124,639910697686683648,@BB_Updates We will see who is booed. Him or y'all .,0,we will see who is booed him or all
125,591328242713305088,WELCOME PROFROSð??²ð???ð???,0,welcome profros
126,596753339884384256,Jazmine- Airbus. Complements Of Nicki. (Wow Really?) Complements Of Porter. (Ahh Porter.) I'm Not Sure Nicki Or Missy Could Afford It.,0,jazmine airbus complements of nicki wow really complements of porter ahh porter not sure nicki or missy could afford it
127,587035485136035840,"@kyrkef @tubaenginfans Read it in my timeline, but it might be all rumor ð???",0,read it in my timeline but it might be all rumor
128,621941715876859904,#vintage #80s Surf Dogz t-shirt sz large $22 #vintageclothing #vintagestyle #shopprettypennyâ?¦ https://t.co/yyN1y4dzyj,0,vintage surf dogz shirt sz large vintageclothing vintagestyle shopprettypenny
129,589511715240443904,she call me private party sls,0,she call me private party sls
130,621941770595778560,I miss my friends,0,miss my friends
131,639910703181246465,#MeDaFlojera hacer tarea los viernes @tvtelehit @PonchoYezka,0,medaflojera hacer tarea los viernes
132,587035477854699520,AREA HERE WE COME #oap #1paat,0,area here we come oap paat
133,633336700144623616,BITCH fomfð???â??,0,bitch fomf
134,588064390827614208,oh...,0,oh
135,630790736577871872,"At 6:45 PM, 5 WNW Tampa [Hillsborough Co, FL] EMERGENCY MNGR reports FLOOD #TBW http://t.co/UjxrgUUzeO",0,at pm wnw tampa hillsborough co fl emergency mngr reports flood tbw
136,617933994852663296,Bf is ignoring me,0,bf is ignoring me
137,633336694431838208,"Just a friend"" or ""who I'm gonna cheat on you with ...",0,just friend or who gonna cheat on you with
138,588064397026848769,@NatashaCarpio yikes. Android updates are never quite right on Samsungs,0,yikes android updates are never quite right on samsungs
139,660175178865897472,"Accident cleared in #NewHaven on Hwy 15 SB between Exit 59 Rt 63 and Exit 57-58 Rt 34, stop and go traffic back to Exit 60 Rt 10 #traffic",0,accident cleared in newhaven on hwy sb between exit rt and exit rt stop and go traffic back to exit rt traffic
140,637689015114797056,I just don't care anymore,0,just do not care anymore
141,611434681821696000,IMG_0210 http://t.co/N6zZf3WAaV,0,img
142,596753365779947520,#OClostfound Please bring our little dog home! (Santa Ana/Tustin area): Someone out there has my little white dog.â?¦ http://t.co/mkXCBkgMlF,0,oclostfound please bring our little dog home santa ana tustin area someone out there has my little white dog
143,591328236350509056,Mrs Vargas needs to smoke a blunt or something like come tf down,0,mrs vargas needs to smoke blunt or something like come tf down
144,607638461982638081,à¸?à¸µà¹?à¸ à¸²à¸?à¸µà¹?à¸?à¸?à¸°à¹?à¸¢à¹?à¸§à¸§à¸§,0,
145,591328245074636801,I don't want there to be an end. But I have strange feelings that there has already been one.,0,do not want there to be an end but have strange feelings that there has already been one
146,633336738119839744,Galaga and Donkey Kong #linuxcon @ Sheraton Seattle Hotel https://t.co/GgxHxWEfKa,0,galaga and donkey kong linuxcon sheraton seattle hotel
147,613551195714637824,Never Worry Bou Wat Da Next Mfa Gotta Say!,0,never worry bou wat da next mfa gotta say
148,596363654762614785,Was on soundcloud instead of doing the essay smh,0,was on soundcloud instead of doing the essay smh
149,588064389774860288,#kingwilliam #kingwilliamhistoricdistrict #kingwilliamculturalartsdistrict #kwcad #southtownâ?¦ https://t.co/E3xEQ459FU,0,kingwilliam kingwilliamhistoricdistrict kingwilliamculturalartsdistrict kwcad southtown
150,591328242071506945,I wonder what happened to all the actors that voiced pokemon in the 90's anime. Is that a promising career start?How can I get involved?,0,wonder what happened to all the actors that voiced pokemon in the anime is that promising career start how can get involved
151,589511708143583232,Maroon 5 Pandora >,0,maroon pandora
152,643981047005229057,Hey @RattleMusicMag ...  Need me and @MrDaltonDomino to snapchat @LJTRhymesVines to you this weekend. Sure to be a gem dandy ð???ð???ð???,0,hey need me and to snapchat to you this weekend sure to be gem dandy
153,630790650259185665,"lol this girl is truly a party ð??´ð???ð??¯animal. All of Temple saw a piece ð??³ of her this weekendð?? , aâ?¦ https://t.co/QiK98Vfx9H",0,lol this girl is truly party animal all of temple saw piece of her this weekend
154,621941904020647936,I have NO CONTACTS ð???,0,have no contacts
155,660175154547437568,First time down Bourbon Street. Seeing a lot of things for the first time right now. #getweird #nolaâ?¦ https://t.co/Q583EpiV6g,0,first time down bourbon street seeing lot of things for the first time right now getweird nola
156,639910691718213633,Paint splatter @ BSU ð??´ð??¨ @ Boise State University https://t.co/S1wFKHVYmY,0,paint splatter bsu boise state university
157,596363704591110144,"I'm at Hazuki Hair Salon in New York, NY https://t.co/F7rzuIPb7V",0,at hazuki hair salon in new york ny
158,628411490484252672,@FvckNieto neither cause I'm not letting neither one pull up ð???.,0,neither cause not letting neither one pull up
159,596753353742393344,@Nashaaaay tweet but can't text backð??´ð??´,0,tweet but can not text back
160,591328242000232448,"Mario Kart DLC report: Super Bell Subway, really fun use of multiple paths, tunnels have retro Mario art, AND SUBWAY TRAINS!",0,mario kart dlc report super bell subway really fun use of multiple paths tunnels have retro mario art and subway trains
161,617934032345526272,@amy_helfrich @i_schwaner *face palm*,0,face palm
162,617934008979222528,@Zanecane53 @AustinRollins93 @Jay_Bay12 IT'S NOT FUNNY ZANE,0,it not funny zane
163,614863246114299904,"Cat Logic: has nice bed, sleeps around it. @meowparlour #meowparlour @ Meow Parlour https://t.co/H4MJXVwEVO",0,cat logic has nice bed sleeps around it meowparlour meow parlour
164,630790750205308928,@pechenola showing the glaring evidence of work as a chef. Inside the kitchens of restaurants can beâ?¦ https://t.co/M5XCIjBnfs,0,showing the glaring evidence of work as chef inside the kitchens of restaurants can be
165,596363639860305920,â??@FuckWitLani: Who trynna workâ?? me,0,who trynna work me
166,637689006143238144,1 dead in wreck near Galleria http://t.co/Ezpa059aNd,0,dead in wreck near galleria
167,633336761125629952,The Donny. @ Peaks Island Ferry https://t.co/4MB6Iw2LE0,0,the donny peaks island ferry
168,637689008965984257,#revistaindependente #Plataforma15 #Medios #PolÃ­tica #Critica #contacto1190am #Radio #ElBroncoâ?¦ https://t.co/izRQ7GCBEx,0,revistaindependente plataforma medios poltica critica contacto am radio elbronco
169,637689032714141696,Taking it on the road! @ Goddard Memorial State Park Beach https://t.co/VLWxGd95dK,0,taking it on the road goddard memorial state park beach
170,613551228488826881,http://t.co/VFyeuwXo4H  6 rings,0,rings
171,596363643752738816,Educator of the year #napsec @HoustonMonarch http://t.co/Z92JPTWcjv,0,educator of the year napsec
172,621941958693490688,If anybody see or hear from @TheRealAleychia tell her I said to link up! #AllBusiness #PrettyPromotions ð???,0,if anybody see or hear from tell her said to link up allbusiness prettypromotions
173,639910739310977024,A boy and his Wookie. #sharetheforce @ Target Madison https://t.co/N4dyveNhsL,0,boy and his wookie sharetheforce target madison
174,643981027162107905,Guess I know what I'm supposed to do tomorrow. Just like looking at clouds.â?¦ https://t.co/z7cJgqOYA5,0,guess know what supposed to do tomorrow just like looking at clouds
175,628411533622706176,YO. In high school one of our teachers made us watch this 2 hour video from History channel on space. That shit was so a1.,0,yo in high school one of our teachers made us watch this hour video from history channel on space that shit was so
176,591328237302599680,"Hows The Weather Up There"" Cold As Shit Cause Im Coolin ð???ð???",0,hows the weather up there cold as shit cause im coolin
177,613551215042035712,I ain't even trynna hype you but you a lucky ass nigga if me & her like you ð??­ð??¯ @ we dont likeâ?¦ https://t.co/6Vbw1UZ3Lw,0,ain even trynna hype you but you lucky ass nigga if me her like you we dont like
178,589511709087420416,i fucking love when people talk to me when im mad,0,fucking love when people talk to me when im mad
179,596753352383410176,@AntonioArmon no boyfriend I'm not,0,no boyfriend not
180,596753367352922112,#Leadercast #TheBraveOnes @ Gwinnett Arena https://t.co/QrOSAnTc7O,0,leadercast thebraveones gwinnett arena
181,660175183005642752,"#Fremont, CA #CustomerService : Data Entry Clerk Admin Clerical Work From Home Typist Customer... at Instant Hire https://t.co/8aqAUhSBqJ",0,fremont ca customerservice data entry clerk admin clerical work from home typist customer at instant hire
182,639910721397002240,1.23 Acre Lot!!! First Time Ever available to the general public! Perfect location! Horse property or run your busine http://t.co/c1tfoIvEWh,0,acre lot first time ever available to the general public perfect location horse property or run your busine
183,617933935356456960,"#LasVegas, Nevada #EnfermerÃ­a : Urgent Need for a Spanish Speaking Psychiatric Nurse... en MindCare Solutions http://t.co/mgLvs5SSgS",0,lasvegas nevada enfermera urgent need for spanish speaking psychiatric nurse en mindcare solutions
184,628411478585049088,The same goes for Werner Herzog,0,the same goes for werner herzog
185,611434659457544192,With every beat of his cocaine heart,0,with every beat of his cocaine heart
186,589511711679389696,@tripppytay rather not,0,rather not
187,588064392203411457,@Walmart this is total BS. > https://t.co/qQiD2dMeo5,0,this is total bs
188,648570176330440704,"Con el loquero (@ Metrorrey EstaciÃ³n Hospital in Monterrey, NL) https://t.co/APte0efp3z",0,con el loquero metrorrey estacin hospital in monterrey nl
189,589511713579372544,Ion give no fuck,0,ion give no fuck
190,621941936786665472,"How Much ya gonna pay me, I could be doing your job",0,how much ya gonna pay me could be doing your job
191,617933924400959488,@holayolis Animo Yolis asÃ­ sera usted tranquila tq,0,animo yolis as sera usted tranquila tq
192,637689014808670208,@garrett_duling you thought,0,you thought
193,613551208494706688,The midnight of the singing frogs,0,the midnight of the singing frogs
194,660175168778715136,ð??? Swimwear Summer 2016 Collection ð??? - #TuchisZarco â?¨ @ Parsons School of Design https://t.co/8Tnj3AFgvb,0,swimwear summer collection tuchiszarco parsons school of design
195,633336724693872642,RED HANDED. #Ivy catches #Wyatt  #BoldandBeautiful ð??·,0,red handed ivy catches wyatt boldandbeautiful
196,596753358603464705,I just wanna do hood rat stuff wit my friends,0,just wanna do hood rat stuff wit my friends
197,591328238519001088,I'm either sleeping learning or at school lol,0,either sleeping learning or at school lol
198,614863204183838720,Drinking a Happy Hermit Pale Ale by Green Bench Brewing Co @ Green Bench Brewing Co. â?? http://t.co/IwocjGafj5,0,drinking happy hermit pale ale by green bench brewing co green bench brewing co
199,633336739344551936,"@mwdhouston http://t.co/E3wR6Fqjwe Following graduation from the Culinary Academy of Austin in 2001, Pellegrino went #chef #menu",0,following graduation from the culinary academy of austin in pellegrino went chef menu
200,596363649557647360,#tbt @jonahray & @deannarooney's wedding 2 years ago! time doth fly. lookin' straight grody in aâ?¦ https://t.co/KIzVibro3A,0,tbt wedding years ago time doth fly lookin straight grody in
201,614863232382169088,"Volunteering (@ National Ballpark Museum in Denver, CO) https://t.co/QK5QkrIFkw",0,volunteering national ballpark museum in denver co
202,628411510251999232,@BreakinTheBank @monicahuerto @alexisscooleyy,0,
203,587035487107473408,Waiting for my cousin to get here,0,waiting for my cousin to get here
204,621941761535967232,At Hollywood Walk of Fame â?? https://t.co/495Wj2hutU,0,at hollywood walk of fame
205,607638404067655680,@Annabel_Ryann I spent it,0,spent it
