,Unnamed: 0,text,target,source,binary
1600116,116,da vinci code looks so awesome,1.0,kaggle,1
1600117,117,finished the da vinci code that was an awesome book,1.0,kaggle,1
1600118,118,the da vinci code was pretty awesome but liked angels and demons,1.0,kaggle,1
1600119,119,loved reading da vinci code can not wait for the movie to come out,1.0,kaggle,1
1600120,120,love the da vinci code,1.0,kaggle,1
1600121,121,the da vinci code really is an awesome book and you should all go get it,1.0,kaggle,1
1600122,122,loved the da vinci code and thought angels demons was pretty good right up until the end where he kind of lost it bit,1.0,kaggle,1
1600123,123,totally love the da vinci code and ca wait until the movie,1.0,kaggle,1
1600124,124,personally loved the da vinci code its great thriller,1.0,kaggle,1
1600125,125,love the da vinci code,1.0,kaggle,1
1600126,126,the da vinci code it was awesome,1.0,kaggle,1
1600127,127,and the da vinci code is an awesome book,1.0,kaggle,1
1600128,128,da vinci code is an awesome book,1.0,kaggle,1
1600129,129,the da vinci code is awesome,1.0,kaggle,1
1600130,130,loved the da vinci code,1.0,kaggle,1
1600131,131,loved the da vinci code very interesting to think about things from different angle,1.0,kaggle,1
1600132,132,da vinci code is friggin awesome book,1.0,kaggle,1
1600133,133,and the da vinci code is amazing pages left to go,1.0,kaggle,1
1600134,134,love undercover the da vinci code,1.0,kaggle,1
1600135,135,outta all three just loved the da vinci code,1.0,kaggle,1
1600136,136,oh love the book the da vinci code,1.0,kaggle,1
1600137,137,besides drowining myself in the da vinci code which by the way was awesome,1.0,kaggle,1
1600138,138,da vinci code is so awesome,1.0,kaggle,1
1600139,139,and da vinci code was so awesome already,1.0,kaggle,1
1600140,140,the da vinci code was awesome,1.0,kaggle,1
1600141,141,so the da vinci code was awesome,1.0,kaggle,1
1600142,142,loved the da vinci code,1.0,kaggle,1
1600143,143,well the da vinci code was awesome,1.0,kaggle,1
1600144,144,really loved the da vinci code,1.0,kaggle,1
1600145,145,the book da vinci code is awesome,1.0,kaggle,1
1600146,146,saw the da vinci code which was awesome,1.0,kaggle,1
1600147,147,and love the da vinci code,1.0,kaggle,1
1600148,148,know loved the da vinci code too,1.0,kaggle,1
1600149,149,da vinci code was awesome,1.0,kaggle,1
1600150,150,lynn and jon at the theaters for da vinci code other than that everyone at the luau it was awesome,1.0,kaggle,1
1600151,151,the da vinci code was an awesome movie,1.0,kaggle,1
1600152,152,also the da vinci code is awesome,1.0,kaggle,1
1600153,153,gasp love the da vinci code,1.0,kaggle,1
1600154,154,as for movies the da vinci code was awesome and all of the protests against it make me sad to know that so many people who share my religion are idiots,1.0,kaggle,1
1600155,155,the da vinci code is like one of the awesomest books,1.0,kaggle,1
1600156,156,as sad as it may be that am now dating my sister enjoyed our time together and absolutely loved the da vinci code,1.0,kaggle,1
1600157,157,just because the da vinci code is awesome does not mean jesus can not be the most admired bachelor,1.0,kaggle,1
1600158,158,da vinci code was awesome,1.0,kaggle,1
1600159,159,da vinci code is an awesome movie,1.0,kaggle,1
1600160,160,the da vinci code was awesome,1.0,kaggle,1
1600161,161,da vinci code is one beautiful movie,1.0,kaggle,1
1600162,162,love da vinci code,1.0,kaggle,1
1600163,163,beyond the da vinci code is beautiful tome unauthorized of course that deals with the novel and what inspired it,1.0,kaggle,1
1600164,164,actually loved da vinci code,1.0,kaggle,1
1600165,165,saw both da vinci code and men the last stand on the day they came out and the one that got me talking to most was men but da vinci code was awesome too,1.0,kaggle,1
1600166,166,loved the da vinci code,1.0,kaggle,1
1600167,167,agree with you loved da vinci code just think it ridiculous for people to get their panties in bunch about the heresies and blashpemies and whatever the hell else it allegedly contains,1.0,kaggle,1
1600168,168,the da vinci code was awesome lah,1.0,kaggle,1
1600169,169,da vinci code was awesome,1.0,kaggle,1
1600170,170,love to watch the da vinci code soon,1.0,kaggle,1
1600171,171,its hard to decide on what move ti see when there are good ones playing would love to see the da vinci code but on the other hand over the hedge looks very funny,1.0,kaggle,1
1600172,172,read that book angels and demons and got hooked so finished in two days just like da vinci code,1.0,kaggle,1
1600173,173,oh and loved the da vinci code,1.0,kaggle,1
1600174,174,back in melbourne mom and went to see da vinci code which was totally awesome but they left things out,1.0,kaggle,1
1600175,175,hahash love da vinci code tooo,1.0,kaggle,1
1600176,176,the da vinci code was awesome,1.0,kaggle,1
1600177,177,da vinci code was also awesome but thats given tom hanks is in it after all,1.0,kaggle,1
1600178,178,loved the da vinci code,1.0,kaggle,1
1600179,179,loved the da vinci code,1.0,kaggle,1
1600180,180,loved the da vinci code was kick ass movie,1.0,kaggle,1
1600181,181,then we went to the movies and saw the da vinci code which honestly was the most awesome movie have ever seen,1.0,kaggle,1
1600182,182,loved the da vinci code even though it was the second book in the series,1.0,kaggle,1
1600183,183,the da vinci code was awesome in my opinion the book and the movie,1.0,kaggle,1
1600184,184,loved the da vinci code both the book and the movie,1.0,kaggle,1
1600185,185,the da vinci code was sooo awesome good luck at ur tennis tournament,1.0,kaggle,1
1600186,186,the da vinci code was awesome,1.0,kaggle,1
1600187,187,love hating america almost as much as love supporting the da vinci code,1.0,kaggle,1
1600188,188,da vinci code was awesome,1.0,kaggle,1
1600189,189,luv the book da vinci code,1.0,kaggle,1
1600190,190,da vinci code was awesome,1.0,kaggle,1
1600191,191,da vinci code was awesome,1.0,kaggle,1
1600192,192,loved the da vinci code,1.0,kaggle,1
1600193,193,well da vinci code was awesome,1.0,kaggle,1
1600194,194,the da vinci code was awesome,1.0,kaggle,1
1600195,195,the da vinci code is an awesome book just finshed reading it,1.0,kaggle,1
1600196,196,the da vinci code was so awesome cannot even begin to comprehend nor explain the awesomeness of its hardcore awesome power of awesomeness,1.0,kaggle,1
1600197,197,ps da vinci code is an awesome movie,1.0,kaggle,1
1600198,198,just love da vinci code so much,1.0,kaggle,1
1600199,199,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600200,200,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600201,201,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600202,202,the da vinci code was absolutely awesome,1.0,kaggle,1
1600203,203,da vinci code was an awesome movie,1.0,kaggle,1
1600204,204,da vinci code is awesome,1.0,kaggle,1
1600205,205,love the da vinci code,1.0,kaggle,1
1600206,206,the da vinci code is awesome,1.0,kaggle,1
1600207,207,the da vinci code is awesome,1.0,kaggle,1
1600208,208,love luv lubb the da vinci code,1.0,kaggle,1
1600209,209,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600210,210,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600211,211,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600212,212,the da vinci code was absolutely awesome,1.0,kaggle,1
1600213,213,da vinci code was an awesome movie,1.0,kaggle,1
1600214,214,da vinci code is awesome,1.0,kaggle,1
1600215,215,love the da vinci code,1.0,kaggle,1
1600216,216,the da vinci code is awesome,1.0,kaggle,1
1600217,217,the da vinci code is awesome,1.0,kaggle,1
1600218,218,love luv lubb the da vinci code,1.0,kaggle,1
1600219,219,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600220,220,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600221,221,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600222,222,the da vinci code was absolutely awesome,1.0,kaggle,1
1600223,223,da vinci code was an awesome movie,1.0,kaggle,1
1600224,224,da vinci code is awesome,1.0,kaggle,1
1600225,225,love the da vinci code,1.0,kaggle,1
1600226,226,the da vinci code is awesome,1.0,kaggle,1
1600227,227,the da vinci code is awesome,1.0,kaggle,1
1600228,228,love luv lubb the da vinci code,1.0,kaggle,1
1600229,229,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600230,230,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600231,231,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600232,232,the da vinci code was absolutely awesome,1.0,kaggle,1
1600233,233,da vinci code was an awesome movie,1.0,kaggle,1
1600234,234,da vinci code is awesome,1.0,kaggle,1
1600235,235,love the da vinci code,1.0,kaggle,1
1600236,236,the da vinci code is awesome,1.0,kaggle,1
1600237,237,the da vinci code is awesome,1.0,kaggle,1
1600238,238,love luv lubb the da vinci code,1.0,kaggle,1
1600239,239,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600240,240,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600241,241,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600242,242,the da vinci code was absolutely awesome,1.0,kaggle,1
1600243,243,da vinci code was an awesome movie,1.0,kaggle,1
1600244,244,da vinci code is awesome,1.0,kaggle,1
1600245,245,love the da vinci code,1.0,kaggle,1
1600246,246,the da vinci code is awesome,1.0,kaggle,1
1600247,247,the da vinci code is awesome,1.0,kaggle,1
1600248,248,love luv lubb the da vinci code,1.0,kaggle,1
1600249,249,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600250,250,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600251,251,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600252,252,the da vinci code was absolutely awesome,1.0,kaggle,1
1600253,253,da vinci code was an awesome movie,1.0,kaggle,1
1600254,254,da vinci code is awesome,1.0,kaggle,1
1600255,255,love the da vinci code,1.0,kaggle,1
1600256,256,the da vinci code is awesome,1.0,kaggle,1
1600257,257,the da vinci code is awesome,1.0,kaggle,1
1600258,258,love luv lubb the da vinci code,1.0,kaggle,1
1600259,259,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600260,260,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600261,261,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600262,262,the da vinci code was absolutely awesome,1.0,kaggle,1
1600263,263,da vinci code was an awesome movie,1.0,kaggle,1
1600264,264,da vinci code is awesome,1.0,kaggle,1
1600265,265,love the da vinci code,1.0,kaggle,1
1600266,266,the da vinci code is awesome,1.0,kaggle,1
1600267,267,the da vinci code is awesome,1.0,kaggle,1
1600268,268,love luv lubb the da vinci code,1.0,kaggle,1
1600269,269,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600270,270,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600271,271,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600272,272,the da vinci code was absolutely awesome,1.0,kaggle,1
1600273,273,da vinci code was an awesome movie,1.0,kaggle,1
1600274,274,da vinci code is awesome,1.0,kaggle,1
1600275,275,love the da vinci code,1.0,kaggle,1
1600276,276,the da vinci code is awesome,1.0,kaggle,1
1600277,277,the da vinci code is awesome,1.0,kaggle,1
1600278,278,love luv lubb the da vinci code,1.0,kaggle,1
1600279,279,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600280,280,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600281,281,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600282,282,the da vinci code was absolutely awesome,1.0,kaggle,1
1600283,283,da vinci code was an awesome movie,1.0,kaggle,1
1600284,284,da vinci code is awesome,1.0,kaggle,1
1600285,285,love the da vinci code,1.0,kaggle,1
1600286,286,the da vinci code is awesome,1.0,kaggle,1
1600287,287,the da vinci code is awesome,1.0,kaggle,1
1600288,288,love luv lubb the da vinci code,1.0,kaggle,1
1600289,289,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600290,290,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600291,291,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600292,292,the da vinci code was absolutely awesome,1.0,kaggle,1
1600293,293,da vinci code was an awesome movie,1.0,kaggle,1
1600294,294,da vinci code is awesome,1.0,kaggle,1
1600295,295,love the da vinci code,1.0,kaggle,1
1600296,296,the da vinci code is awesome,1.0,kaggle,1
1600297,297,the da vinci code is awesome,1.0,kaggle,1
1600298,298,love luv lubb the da vinci code,1.0,kaggle,1
1600299,299,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600300,300,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600301,301,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600302,302,the da vinci code was absolutely awesome,1.0,kaggle,1
1600303,303,da vinci code was an awesome movie,1.0,kaggle,1
1600304,304,da vinci code is awesome,1.0,kaggle,1
1600305,305,love the da vinci code,1.0,kaggle,1
1600306,306,the da vinci code is awesome,1.0,kaggle,1
1600307,307,the da vinci code is awesome,1.0,kaggle,1
1600308,308,love luv lubb the da vinci code,1.0,kaggle,1
1600309,309,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600310,310,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600311,311,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600312,312,the da vinci code was absolutely awesome,1.0,kaggle,1
1600313,313,da vinci code was an awesome movie,1.0,kaggle,1
1600314,314,da vinci code is awesome,1.0,kaggle,1
1600315,315,love the da vinci code,1.0,kaggle,1
1600316,316,the da vinci code is awesome,1.0,kaggle,1
1600317,317,the da vinci code is awesome,1.0,kaggle,1
1600318,318,love luv lubb the da vinci code,1.0,kaggle,1
1600319,319,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600320,320,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600321,321,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600322,322,the da vinci code was absolutely awesome,1.0,kaggle,1
1600323,323,da vinci code was an awesome movie,1.0,kaggle,1
1600324,324,da vinci code is awesome,1.0,kaggle,1
1600325,325,love the da vinci code,1.0,kaggle,1
1600326,326,the da vinci code is awesome,1.0,kaggle,1
1600327,327,the da vinci code is awesome,1.0,kaggle,1
1600328,328,love luv lubb the da vinci code,1.0,kaggle,1
1600329,329,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600330,330,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600331,331,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600332,332,the da vinci code was absolutely awesome,1.0,kaggle,1
1600333,333,da vinci code was an awesome movie,1.0,kaggle,1
1600334,334,da vinci code is awesome,1.0,kaggle,1
1600335,335,love the da vinci code,1.0,kaggle,1
1600336,336,the da vinci code is awesome,1.0,kaggle,1
1600337,337,the da vinci code is awesome,1.0,kaggle,1
1600338,338,love luv lubb the da vinci code,1.0,kaggle,1
1600339,339,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600340,340,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600341,341,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600342,342,the da vinci code was absolutely awesome,1.0,kaggle,1
1600343,343,da vinci code was an awesome movie,1.0,kaggle,1
1600344,344,da vinci code is awesome,1.0,kaggle,1
1600345,345,love the da vinci code,1.0,kaggle,1
1600346,346,the da vinci code is awesome,1.0,kaggle,1
1600347,347,the da vinci code is awesome,1.0,kaggle,1
1600348,348,love luv lubb the da vinci code,1.0,kaggle,1
1600349,349,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600350,350,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600351,351,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600352,352,the da vinci code was absolutely awesome,1.0,kaggle,1
1600353,353,da vinci code was an awesome movie,1.0,kaggle,1
1600354,354,da vinci code is awesome,1.0,kaggle,1
1600355,355,love the da vinci code,1.0,kaggle,1
1600356,356,the da vinci code is awesome,1.0,kaggle,1
1600357,357,the da vinci code is awesome,1.0,kaggle,1
1600358,358,love luv lubb the da vinci code,1.0,kaggle,1
1600359,359,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600360,360,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600361,361,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600362,362,the da vinci code was absolutely awesome,1.0,kaggle,1
1600363,363,da vinci code was an awesome movie,1.0,kaggle,1
1600364,364,da vinci code is awesome,1.0,kaggle,1
1600365,365,love the da vinci code,1.0,kaggle,1
1600366,366,the da vinci code is awesome,1.0,kaggle,1
1600367,367,the da vinci code is awesome,1.0,kaggle,1
1600368,368,love luv lubb the da vinci code,1.0,kaggle,1
1600369,369,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600370,370,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600371,371,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600372,372,the da vinci code was absolutely awesome,1.0,kaggle,1
1600373,373,da vinci code was an awesome movie,1.0,kaggle,1
1600374,374,da vinci code is awesome,1.0,kaggle,1
1600375,375,love the da vinci code,1.0,kaggle,1
1600376,376,the da vinci code is awesome,1.0,kaggle,1
1600377,377,the da vinci code is awesome,1.0,kaggle,1
1600378,378,love luv lubb the da vinci code,1.0,kaggle,1
1600379,379,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600380,380,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600381,381,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600382,382,the da vinci code was absolutely awesome,1.0,kaggle,1
1600383,383,da vinci code was an awesome movie,1.0,kaggle,1
1600384,384,da vinci code is awesome,1.0,kaggle,1
1600385,385,love the da vinci code,1.0,kaggle,1
1600386,386,the da vinci code is awesome,1.0,kaggle,1
1600387,387,the da vinci code is awesome,1.0,kaggle,1
1600388,388,love luv lubb the da vinci code,1.0,kaggle,1
1600389,389,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600390,390,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600391,391,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600392,392,the da vinci code was absolutely awesome,1.0,kaggle,1
1600393,393,da vinci code was an awesome movie,1.0,kaggle,1
1600394,394,da vinci code is awesome,1.0,kaggle,1
1600395,395,love the da vinci code,1.0,kaggle,1
1600396,396,the da vinci code is awesome,1.0,kaggle,1
1600397,397,the da vinci code is awesome,1.0,kaggle,1
1600398,398,love luv lubb the da vinci code,1.0,kaggle,1
1600399,399,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600400,400,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600401,401,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600402,402,the da vinci code was absolutely awesome,1.0,kaggle,1
1600403,403,da vinci code was an awesome movie,1.0,kaggle,1
1600404,404,da vinci code is awesome,1.0,kaggle,1
1600405,405,love the da vinci code,1.0,kaggle,1
1600406,406,the da vinci code is awesome,1.0,kaggle,1
1600407,407,the da vinci code is awesome,1.0,kaggle,1
1600408,408,love luv lubb the da vinci code,1.0,kaggle,1
1600409,409,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600410,410,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600411,411,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600412,412,the da vinci code was absolutely awesome,1.0,kaggle,1
1600413,413,da vinci code was an awesome movie,1.0,kaggle,1
1600414,414,da vinci code is awesome,1.0,kaggle,1
1600415,415,love the da vinci code,1.0,kaggle,1
1600416,416,the da vinci code is awesome,1.0,kaggle,1
1600417,417,the da vinci code is awesome,1.0,kaggle,1
1600418,418,love luv lubb the da vinci code,1.0,kaggle,1
1600419,419,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600420,420,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600421,421,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600422,422,the da vinci code was absolutely awesome,1.0,kaggle,1
1600423,423,da vinci code was an awesome movie,1.0,kaggle,1
1600424,424,da vinci code is awesome,1.0,kaggle,1
1600425,425,love the da vinci code,1.0,kaggle,1
1600426,426,the da vinci code is awesome,1.0,kaggle,1
1600427,427,the da vinci code is awesome,1.0,kaggle,1
1600428,428,love luv lubb the da vinci code,1.0,kaggle,1
1600429,429,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
1600430,430,wanted desperately to love the da vinci code as film,1.0,kaggle,1
1600431,431,the da vinci code was awesome can not wait to read it,1.0,kaggle,1
1600432,432,the da vinci code was absolutely awesome,1.0,kaggle,1
1600433,433,da vinci code was an awesome movie,1.0,kaggle,1
1600434,434,da vinci code is awesome,1.0,kaggle,1
1600435,435,love the da vinci code,1.0,kaggle,1
1600436,436,the da vinci code is awesome,1.0,kaggle,1
1600437,437,the da vinci code is awesome,1.0,kaggle,1
1600438,438,love luv lubb the da vinci code,1.0,kaggle,1
1600439,439,the people who are worth it know how much love the da vinci code,1.0,kaggle,1
